variable_name,source,original_name,N_nonmissing,pct_missing,is_numeric,mean,sd,label
c1130_f18c_fig8_score,c1130,f18c_fig8_score,40705,32.18,TRUE,0.9795,0.7727,F18c_Fig8_Score
c1130_f21_time_in_seconds,c1130,f21_time_in_seconds,40705,32.18,TRUE,900.6195,2126.2526,F21_Time in seconds
c2130_intelligence,c2130,intelligence,40691,32.2,TRUE,8.313,9.4073,"INTELLIGENCE, CHILD, 4 YEAR, PSYCH EXAM"
c2130_wisc_intelligence_scaled_verbal_tests_in,c2130,wisc_intelligence_scaled_verbal_tests_in,40691,32.2,TRUE,10.1089,9.5448,"WISC INTELLIGENCE SCALED VERBAL TESTS, INFORMATION, RAW SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_verbal_tests_co,c2130,wisc_intelligence_scaled_verbal_tests_co,40691,32.2,TRUE,7.1019,9.8074,"WISC INTELLIGENCE SCALED VERBAL TESTS, COMPREHENSION, RAW SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_verbal_tests_co_2,c2130,wisc_intelligence_scaled_verbal_tests_co_2,40691,32.2,TRUE,9.7056,9.7084,"WISC INTELLIGENCE SCALED VERBAL TESTS, COMPREHENSION, SCALED SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_verbal_tests_si,c2130,wisc_intelligence_scaled_verbal_tests_si,40691,32.2,TRUE,18.7924,10.3251,"WISC INTELLIGENCE SCALED VERBAL TESTS, SIMILARITIES, RAW SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_verbal_tests_vo,c2130,wisc_intelligence_scaled_verbal_tests_vo,40691,32.2,TRUE,9.7608,10.0572,"WISC INTELLIGENCE SCALED VERBAL TESTS, VOCABULARY, RAW SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_verbal_tests_vo_2,c2130,wisc_intelligence_scaled_verbal_tests_vo_2,40691,32.2,TRUE,8.0947,9.8097,"WISC INTELLIGENCE SCALED VERBAL TESTS, VOCABULARY, SCALED SCORE, CHILD, 7 YEAR"
c2130_wisc_intelligence_scaled_repeat_digit_sp,c2130,wisc_intelligence_scaled_repeat_digit_sp,40691,32.2,TRUE,10.5873,9.8556,"WISC INTELLIGENCE SCALED REPEAT DIGIT SPAN, SCALED SCORE, CHILD, 7 YEAR, PSYCH EXAM"
c2130_bender_gestalt,c2130,bender_gestalt,40691,32.2,TRUE,5553.8354,3079.4265,"BENDER GESTALT, CHILD, 7 YEAR, PSYCH EXAM"
c2130_bender_gestalt_time,c2130,bender_gestalt_time,40691,32.2,TRUE,44.588,25.3272,"BENDER GESTALT TIME, CHILD, 7 YEAR, PSYCH EXAM"
c2130_bender_gestalt_distortion,c2130,bender_gestalt_distortion,40691,32.2,TRUE,48.0639,29.9484,"BENDER GESTALT DISTORTION, CHILD, 7 YEAR, PSYCH EXAM"
c2130_bender_gestalt_rotation,c2130,bender_gestalt_rotation,40691,32.2,TRUE,44.9355,23.5287,"BENDER GESTALT ROTATION, CHILD, 7 YEAR, PSYCH EXAM"
c2130_goodenough_harris,c2130,goodenough_harris,40691,32.2,TRUE,4808.486,3353.3426,"GOODENOUGH HARRIS, CHILD, 7 YEAR, PSYCH EXAM"
c2130_goodenough_harris_score,c2130,goodenough_harris_score,40691,32.2,TRUE,4.4509,3.1419,"GOODENOUGH HARRIS SCORE, CHILD, 7 YEAR, PSYCH EXAM"
c2130_auditory_vocal_association,c2130,auditory_vocal_association,40691,32.2,TRUE,30.0448,9.5837,"AUDITORY VOCAL ASSOCIATION, CHILD, 7 YEAR, PSYCH EXAM"
c2130_wisc_verbal_prorated_sum_mislabeled_as_w,c2130,wisc_verbal_prorated_sum_mislabeled_as_w,40691,32.2,TRUE,45.946,12.5323,WISC VERBAL PRORATED SUM (MISLABELED AS WRAT READING)
c2130_wisc_verbal_iq_proxy_mislabeled_as_wrat,c2130,wisc_verbal_iq_proxy_mislabeled_as_wrat,40691,32.2,TRUE,9.9323,9.2904,WISC VERBAL IQ PROXY (MISLABELED AS WRAT SPELLING)
c2130_wrat_arithmetic_score_warning:_label_fro,c2130,wrat_arithmetic_score_warning:_label_fro,40691,32.2,TRUE,48.7328,29.6455,"WRAT ARITHMETIC SCORE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_graham_block_sort_score_warning:_label_f,c2130,graham_block_sort_score_warning:_label_f,40691,32.2,TRUE,42.7008,28.1949,"GRAHAM BLOCK SORT SCORE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_conceptual_style_test_score_warning:_lab,c2130,conceptual_style_test_score_warning:_lab,40691,32.2,TRUE,50.2563,39.0202,"CONCEPTUAL STYLE TEST SCORE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_embedded_figures_score_warning:_label_fr,c2130,embedded_figures_score_warning:_label_fr,40691,32.2,TRUE,10.0311,9.8044,"EMBEDDED FIGURES SCORE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_goodenough_figure_score_warning:_label_f,c2130,goodenough_figure_score_warning:_label_f,40691,32.2,TRUE,45.9738,28.6797,"GOODENOUGH FIGURE SCORE, CHILD, 7 YEAR (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_intelligence_warning:_label_from_psy25_f,c2130,intelligence_warning:_label_from_psy25_f,40691,32.2,TRUE,57.1229,38.3244,"INTELLIGENCE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_intelligence_laterality_warning:_label_f,c2130,intelligence_laterality_warning:_label_f,40691,32.2,TRUE,10.1336,2.1816,"INTELLIGENCE, LATERALITY, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_intelligence_through_bone_warning:_label,c2130,intelligence_through_bone_warning:_label,40691,32.2,TRUE,19.4409,12.0154,"INTELLIGENCE, THROUGH BONE, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_intelligence_warning:_label_from_psy25_f_2,c2130,intelligence_warning:_label_from_psy25_f_2,40691,32.2,TRUE,62.0746,14.9463,"INTELLIGENCE, REGISTRATION, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_hearing_warning:_label_from_psy25_form_a,c2130,hearing_warning:_label_from_psy25_form_a,40691,32.2,TRUE,34.3626,29.4623,"HEARING, REGISTRATION, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_auditory_vocal_association_warning:_labe,c2130,auditory_vocal_association_warning:_labe,40691,32.2,TRUE,11.0294,16.8315,"AUDITORY VOCAL ASSOCIATION, CHILD, 7 YEAR (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c2130_hearing_year_of_record_warning:_label_fr,c2130,hearing_year_of_record_warning:_label_fr,40691,32.2,TRUE,59.8634,37.7305,"HEARING, YEAR OF RECORD, CHILD, 7 YEAR, PSYCH EXAM (WARNING: LABEL FROM PSY25 FORM, ACTUAL CONTENT DIFFERS ON CARD 21300)"
c4130_f3_face,c4130,f3_face,40688,32.2,TRUE,0.2023,1.0951,F3_Face
c4130_f4_mouth,c4130,f4_mouth,40688,32.2,TRUE,0.1638,1.0164,F4_Mouth
c4130_f5a_right_eye,c4130,f5a_right_eye,40688,32.2,TRUE,0.3016,1.4334,F5a_Right eye
c4130_f5b_left_eye,c4130,f5b_left_eye,40688,32.2,TRUE,0.3256,1.4823,F5b_Left eye
c4130_f5c_wears_glasses,c4130,f5c_wears_glasses,40688,32.2,TRUE,0.1503,0.9427,F5c_Wears glasses
c4130_f6_ears,c4130,f6_ears,40688,32.2,TRUE,0.2197,1.3161,F6_Ears
c4130_developmental_gross_motor_clinical_impre,c4130,developmental_gross_motor_clinical_impre,40688,32.2,TRUE,0.0372,0.5309,"DEVELOPMENTAL, GROSS MOTOR, CLINICAL IMPRESSION, CHILD, 4 YEAR, PSYCH EXAM (REPEATED)"
c4130_developmental_abnormality,c4130,developmental_abnormality,40688,32.2,TRUE,0.0369,0.5306,"DEVELOPMENTAL, ABNORMALITY, CHILD, 4 YEAR, PSYCH EXAM (REPEATED FROM ABOVE)"
c4130_hearing_clinical_impression,c4130,hearing_clinical_impression,40688,32.2,TRUE,0.649,5.9978,"HEARING, CLINICAL IMPRESSION, CHILD, 4 YEAR, PSYCH EXAM"
c4130_auditory_clinical_impression,c4130,auditory_clinical_impression,40688,32.2,TRUE,0.0479,0.5367,"AUDITORY, CLINICAL IMPRESSION, CHILD, 4 YEAR, PSYCH EXAM (REPEATED FROM ABOVE)"
c4130_activity_level,c4130,activity_level,40688,32.2,TRUE,0.5179,5.9091,"ACTIVITY LEVEL, CHILD, 8 YEAR, PSYCH EXAM"
c4130_examiner_woman_&_manipulase_hand_assisti,c4130,examiner_woman_&_manipulase_hand_assisti,40688,32.2,TRUE,0.5196,5.93,"EXAMINER, WOMAN & MANIPULASE HAND ASSISTING OBSERVATION BY EXAMINER, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_legs_and_feet_observation_b,c4130,responsivity_legs_and_feet_observation_b,40688,32.2,TRUE,0.4596,5.8972,"RESPONSIVITY, LEGS AND FEET OBSERVATION BY EXAMINER, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_sitting_observation_by_exam,c4130,responsivity_sitting_observation_by_exam,40688,32.2,TRUE,0.0367,0.537,"RESPONSIVITY, SITTING OBSERVATION BY EXAMINER, CHILD, 7 YEAR, PSYCH"
c4130_abnormal_amount,c4130,abnormal_amount,40688,32.2,TRUE,0.5293,5.8975,"ABNORMAL, AMOUNT, CHILD, 4 YEAR, PSYCH EXAM (REPEATED FROM ABOVE)"
c4130_responsivity_pencil,c4130,responsivity_pencil,40688,32.2,TRUE,0.1626,0.6239,"RESPONSIVITY, PENCIL, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_mouth,c4130,responsivity_mouth,40688,32.2,TRUE,1.2855,6.4317,"RESPONSIVITY, MOUTH, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_deviated_posture_observatio,c4130,responsivity_deviated_posture_observatio,40688,32.2,TRUE,0.0335,0.531,"RESPONSIVITY, DEVIATED POSTURE, OBSERVATION BY EXAMINER, CHILD, 7 YEAR"
c4130_comprehension_4,c4130,comprehension_4,40688,32.2,TRUE,0.3699,5.8372,"COMPREHENSION, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_dyspraxia,c4130,responsivity_dyspraxia,40688,32.2,TRUE,0.0347,0.5337,"RESPONSIVITY, DYSPRAXIA, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_involuntary,c4130,responsivity_involuntary,40688,32.2,TRUE,0.0374,0.5392,"RESPONSIVITY, INVOLUNTARY, CHILD, 7 YEAR, PSYCH EXAM"
c4130_comprehension_5,c4130,comprehension_5,40688,32.2,TRUE,0.4147,5.9157,"COMPREHENSION, CHILD, 7 YEAR, PSYCH EXAM"
c4130_dyspraxia_unequality_gait_observation,c4130,dyspraxia_unequality_gait_observation,40688,32.2,TRUE,0.0412,0.5392,"DYSPRAXIA, UNEQUALITY GAIT OBSERVATION, CHILD, 7 YEAR"
c4130_dyspraxia_skin_condition_observation_by,c4130,dyspraxia_skin_condition_observation_by,40688,32.2,TRUE,0.6493,6.0188,"DYSPRAXIA, SKIN CONDITION OBSERVATION BY EXAMINER, CHILD, 7 YEAR"
c4130_dyspraxia_head_observation_by_examiner,c4130,dyspraxia_head_observation_by_examiner,40688,32.2,TRUE,0.8701,6.2056,"DYSPRAXIA, HEAD OBSERVATION BY EXAMINER, CHILD, 7 YEAR"
c4130_reading_3,c4130,reading_3,40688,32.2,TRUE,1.5645,1.8422,"READING, CHILD, 7 YEAR, PSYCH EXAM"
c4130_auditory_educational_achievement_level,c4130,auditory_educational_achievement_level,40688,32.2,TRUE,17.7736,18.4564,"AUDITORY, EDUCATIONAL ACHIEVEMENT LEVEL, CHILD, 7 YEAR"
c4130_reading_4,c4130,reading_4,40688,32.2,TRUE,22.7225,6.7254,"READING, CHILD, 7 YEAR, PSYCH EXAM"
c4130_impression_educational,c4130,impression_educational,40688,32.2,TRUE,16.4895,8.0543,"IMPRESSION, EDUCATIONAL, CHILD, 7 YEAR, PSYCH EXAM"
c4130_personality,c4130,personality,40688,32.2,TRUE,23.0865,7.6713,"PERSONALITY, CHILD, 7 YEAR, PSYCH EXAM"
c4130_hearing_screening_difficulty_clinical_im,c4130,hearing_screening_difficulty_clinical_im,40688,32.2,TRUE,2.0297,0.7397,"HEARING, SCREENING DIFFICULTY, CLINICAL IMPRESSION, CHILD, 7 YEAR, PSYCH EXAM"
c4130_walking_observation,c4130,walking_observation,40688,32.2,TRUE,22.5875,6.6628,"WALKING, OBSERVATION, CHILD, 7 YEAR, PSYCH EXAM"
c4130_personality_3,c4130,personality_3,40688,32.2,TRUE,16.4961,13.9057,"PERSONALITY, CHILD, 7 YEAR, PSYCH EXAM"
c4130_impression_observation,c4130,impression_observation,40688,32.2,TRUE,12.8224,4.7622,"IMPRESSION, OBSERVATION, CHILD, 7 YEAR, PSYCH EXAM"
c4130_responsivity_legs_and_feet_observation_b_2,c4130,responsivity_legs_and_feet_observation_b_2,40688,32.2,TRUE,1.0185,1.2818,"RESPONSIVITY, LEGS AND FEET, OBSERVATION BY EXAMINER, CHILD, 4 YEAR, PSYCH EXAM"
c3130_intelligence_total,c3130,intelligence_total,40657,32.26,TRUE,20.8007,8.6768,"INTELLIGENCE, TOTAL, CHILD, 7 YEAR, PSYCH EXAM"
c3130_intelligence,c3130,intelligence,40657,32.26,TRUE,9.42,6.8379,"INTELLIGENCE, CHILD, 4 YEAR, PSYCH EXAM"
c3130_f5_percentile_rank,c3130,f5_percentile_rank,40657,32.26,TRUE,36.52,26.1552,F5_Percentile rank
c3130_f6_adequacy_of_exam,c3130,f6_adequacy_of_exam,40657,32.26,TRUE,1.0267,0.4214,F6_Adequacy of exam
c3130_f7_drawing_of_same_or_opposite_sex,c3130,f7_drawing_of_same_or_opposite_sex,40657,32.26,TRUE,1.7858,1.8947,F7_Drawing of same or opposite sex
c3130_f8_right_hand_score,c3130,f8_right_hand_score,40657,32.26,TRUE,4.6357,0.8091,F8_Right hand score
c3130_f9_left_hand_score,c3130,f9_left_hand_score,40657,32.26,TRUE,4.6542,0.8059,F9_Left hand score
c3130_f10_total,c3130,f10_total,40657,32.26,TRUE,9.9893,8.3418,F10_Total
c3130_f11_adequacy_of_exam,c3130,f11_adequacy_of_exam,40657,32.26,TRUE,1.0422,0.5433,F11_Adequacy of exam
c3130_f12_two_trials_given,c3130,f12_two_trials_given,40657,32.26,TRUE,0.7576,1.4424,F12_Two trials given
c3130_tactile_finger_left_hand,c3130,tactile_finger_left_hand,40657,32.26,TRUE,13.6477,8.5119,TACTILE FINGER LEFT HAND
c3130_tactile_finger_right_hand,c3130,tactile_finger_right_hand,40657,32.26,TRUE,38.8565,31.4036,TACTILE FINGER RIGHT HAND
c3130_school_enrollment_status,c3130,school_enrollment_status,40657,32.26,TRUE,2.7732,7.0637,SCHOOL ENROLLMENT STATUS
c3130_wrat_spelling_raw_score,c3130,wrat_spelling_raw_score,40657,32.26,TRUE,25.2777,9.4103,WRAT SPELLING RAW SCORE
c3130_school_grade_level,c3130,school_grade_level,40657,32.26,TRUE,4.2727,3.0123,SCHOOL GRADE LEVEL
c3130_wrat_spelling_grade_rating,c3130,wrat_spelling_grade_rating,40657,32.26,TRUE,314.6151,75.0336,WRAT SPELLING GRADE RATING
c3130_wrat_reading_raw_score,c3130,wrat_reading_raw_score,40657,32.26,TRUE,36.2364,13.6767,WRAT READING RAW SCORE
c3130_wrat_reading_grade_rating,c3130,wrat_reading_grade_rating,40657,32.26,TRUE,315.9088,74.9323,WRAT READING GRADE RATING
c3130_wrat_arithmetic_raw_score,c3130,wrat_arithmetic_raw_score,40657,32.26,TRUE,21.0557,8.3738,WRAT ARITHMETIC RAW SCORE
c3130_wrat_arithmetic_grade_rating_type_merged,c3130,wrat_arithmetic_grade_rating_type_merged,40657,32.26,TRUE,2.9261,0.6747,WRAT ARITHMETIC GRADE RATING TYPE (MERGED INTO GRADE RATING)
c3130_wrat_arithmetic_grade_rating,c3130,wrat_arithmetic_grade_rating,40657,32.26,TRUE,311.7082,75.9786,WRAT ARITHMETIC GRADE RATING
c3130_file_group_assessment,c3130,file_group_assessment,40657,32.26,TRUE,1919.8849,1037.923,"FILE GROUP ASSESSMENT, CHILD, 7 YEAR, PSYCH EXAM"
c3130_ita_spelling_used,c3130,ita_spelling_used,40657,32.26,TRUE,4.6344,7.7108,"ITA SPELLING USED, CHILD, 7 YEAR, PSYCH EXAM"
c3130_intelligence_estimated,c3130,intelligence_estimated,40657,32.26,TRUE,43.163,24.8805,"INTELLIGENCE, ESTIMATED, CHILD, 7 YEAR, PSYCH EXAM"
c3130_fearfulness,c3130,fearfulness,40657,32.26,TRUE,32.8943,6.9978,"FEARFULNESS, CHILD, 8 YEAR, PSYCH EXAM"
c3130_abnormality_of_attention,c3130,abnormality_of_attention,40657,32.26,TRUE,32.0766,8.4327,"ABNORMALITY OF ATTENTION, CHILD, 7 YEAR, PSYCH EXAM"
c3130_self_confidence,c3130,self_confidence,40657,32.26,TRUE,31.512,7.5858,"SELF-CONFIDENCE, CHILD, 8 YEAR, PSYCH EXAM"
c3130_abnormality_of_behavior,c3130,abnormality_of_behavior,40657,32.26,TRUE,32.1264,6.465,"ABNORMALITY OF BEHAVIOR, CHILD, 7 YEAR, PSYCH EXAM"
c3130_degree_of_cooperation,c3130,degree_of_cooperation,40657,32.26,TRUE,33.6187,5.9159,"DEGREE OF COOPERATION, CHILD, 7 YEAR, PSYCH EXAM"
c3130_cooperativeness,c3130,cooperativeness,40657,32.26,TRUE,31.3638,6.6993,"COOPERATIVENESS, CHILD, 8 YEAR, PSYCH EXAM"
c3130_degree_of_dependence,c3130,degree_of_dependence,40657,32.26,TRUE,34.5045,6.675,"DEGREE OF DEPENDENCE, CHILD, 7 YEAR, PSYCH EXAM"
c3130_neurological_soft_signs,c3130,neurological_soft_signs,40657,32.26,TRUE,32.6914,6.974,"NEUROLOGICAL SOFT SIGNS, CHILD, 7 YEAR, PSYCH EXAM"
c3130_goal_orientation,c3130,goal_orientation,40657,32.26,TRUE,32.5684,6.1757,"GOAL ORIENTATION, CHILD, 8 YEAR, PSYCH EXAM"
c3130_laterality,c3130,laterality,40657,32.26,TRUE,32.9186,6.9072,"LATERALITY, CHILD, 8 YEAR, PSYCH EXAM"
c3130_nature_of_activity,c3130,nature_of_activity,40657,32.26,TRUE,32.7039,6.0196,"NATURE OF ACTIVITY, CHILD, 7 YEAR, PSYCH EXAM"
c3130_constructional_apraxia,c3130,constructional_apraxia,40657,32.26,TRUE,31.1028,7.8041,"CONSTRUCTIONAL APRAXIA, CHILD, 7 YEAR, PSYCH EXAM"
c3130_assertiveness,c3130,assertiveness,40657,32.26,TRUE,35.3686,6.731,"ASSERTIVENESS, CHILD, 7 YEAR, PSYCH EXAM"
c3130_hyperkinesis,c3130,hyperkinesis,40657,32.26,TRUE,3.0723,0.7021,"HYPERKINESIS, CHILD, 7 YEAR, PSYCH EXAM"
c1509_childs_birthdate,c1509,childs_birthdate,40376,32.72,TRUE,67596.6658,34343.4079,Childs Birthdate
c1509_childs_sex,c1509,childs_sex,40376,32.72,TRUE,1.4956,0.5,Childs Sex
c1509_childs_race,c1509,childs_race,40376,32.72,TRUE,1.6222,0.7832,Childs Race
c1509_date_of_interview,c1509,date_of_interview,40376,32.72,TRUE,65641.5207,34353.5969,Date of Interview
c1509_interviewers_code_number,c1509,interviewers_code_number,40374,32.73,TRUE,25.8675,16.0142,Interviewers Code Number
c1509_data_collected,c1509,data_collected,40376,32.72,TRUE,5e-04,0.0576,Data Collected
c1509_most_recent_prior_form,c1509,most_recent_prior_form,40376,32.72,TRUE,3.1827,2.5752,Most Recent Prior Form
c1509_child_for_whom_form_completed,c1509,child_for_whom_form_completed,40376,32.72,TRUE,1.2842,0.6114,Child For Whom Form Completed
c1509_where_interviewed,c1509,where_interviewed,40376,32.72,TRUE,0.2115,0.4223,Where Interviewed
c1509_when_interviewed,c1509,when_interviewed,40376,32.72,TRUE,0.0981,0.3034,When Interviewed
c1509_language_of_interview,c1509,language_of_interview,40376,32.72,TRUE,0.0267,0.1718,Language of Interview
c1509_relationship_of_respondent_to_study_chil,c1509,relationship_of_respondent_to_study_chil,40376,32.72,TRUE,1.307,1.1508,Relationship of Respondent to Study Child
c1509_with_whom_does_child_live,c1509,with_whom_does_child_live,40376,32.72,TRUE,14.7786,9.3662,With Whom Does Child Live
c1509_earliest_date_most_recent_environment,c1509,earliest_date_most_recent_environment,40376,32.72,TRUE,77.5074,621.9306,Earliest Date Most Recent Environment
c1509_major_shifts_in_environment,c1509,major_shifts_in_environment,40376,32.72,TRUE,0.1333,0.7066,Major Shifts in Environment
c1509_child_lives_with_adoptive_foster_guardia,c1509,child_lives_with_adoptive_foster_guardia,40376,32.72,TRUE,0.9665,0.3539,Child Lives with Adoptive Foster Guardian
c1509_foster_parent_birth_place,c1509,foster_parent_birth_place,1820,96.97,TRUE,1.0709,0.5587,Foster Parent Birth Place
c1509_foster_parent_age,c1509,foster_parent_age,1820,96.97,TRUE,47.5588,12.1419,Foster Parent Age
c1509_foster_parent_race,c1509,foster_parent_race,1820,96.97,TRUE,1.7302,0.841,Foster Parent Race
c1509_foster_parent_religion,c1509,foster_parent_religion,1820,96.97,TRUE,1.5434,1.5503,Foster Parent Religion
c1509_foster_parent_highest_grade_completed,c1509,foster_parent_highest_grade_completed,1820,96.97,TRUE,11.5934,13.8103,Foster Parent Highest Grade Completed
c1509_foster_parent_marital_status,c1509,foster_parent_marital_status,1820,96.97,TRUE,2.7115,1.4091,Foster Parent Marital Status
c1509_foster_parent_number_of_rooms,c1509,foster_parent_number_of_rooms,1820,96.97,TRUE,5.928,8.4045,Foster Parent Number of Rooms
c1509_foster_parent_number_of_persons_in_house,c1509,foster_parent_number_of_persons_in_house,1820,96.97,TRUE,6.0462,7.8982,Foster Parent Number of Persons in Household
c1509_foster_parent_children_under_8_in_househ,c1509,foster_parent_children_under_8_in_househ,1820,96.97,TRUE,2.5132,8.277,Foster Parent Children Under 8 in Household
c1509_foster_mother_occupation,c1509,foster_mother_occupation,1820,96.97,TRUE,24.6027,32.7772,Foster Mother Occupation
c1509_foster_husband_occupation,c1509,foster_husband_occupation,1820,96.97,TRUE,45.1901,33.0161,Foster Husband Occupation
c1509_total_family_income_last_year,c1509,total_family_income_last_year,1820,96.97,TRUE,63.6714,28.7172,Total Family Income Last Year
c0475_examiner_title,c0475,examiner_title,39665,33.91,TRUE,3.2885,1.0337,Examiner Title
c0475_glasses_worn,c0475,glasses_worn,39665,33.91,TRUE,0.0721,0.2789,Glasses Worn
c0475_date_of_exam,c0475,date_of_exam,39665,33.91,TRUE,65987.0837,34267.3323,Date of Exam
c0475_age_years,c0475,age_years,39665,33.91,TRUE,6.5944,0.8201,Age Years
c0475_age_months,c0475,age_months,39665,33.91,TRUE,4.9869,4.7143,Age Months
c0475_visual_acuity_without_glasses_left,c0475,visual_acuity_without_glasses_left,39665,33.91,TRUE,1.6101,1.2724,Visual Acuity Without Glasses Left
c0475_visual_acuity_without_glasses_right,c0475,visual_acuity_without_glasses_right,39665,33.91,TRUE,1.5953,1.2617,Visual Acuity Without Glasses Right
c0475_excessive_far_sight_without_glasses_left,c0475,excessive_far_sight_without_glasses_left,39665,33.91,TRUE,1.1135,0.8656,Excessive Far Sight Without Glasses Left
c0475_excessive_far_sight_without_glasses_righ,c0475,excessive_far_sight_without_glasses_righ,39665,33.91,TRUE,1.1141,0.8639,Excessive Far Sight Without Glasses Right
c0475_muscle_balance_without_glasses,c0475,muscle_balance_without_glasses,39665,33.91,TRUE,1.1611,0.8551,Muscle Balance Without Glasses
c0475_visual_acuity_with_glasses_left,c0475,visual_acuity_with_glasses_left,39665,33.91,TRUE,0.3321,1.5093,Visual Acuity With Glasses Left
c0475_visual_acuity_with_glasses_right,c0475,visual_acuity_with_glasses_right,39665,33.91,TRUE,0.3265,1.4969,Visual Acuity With Glasses Right
c0475_excessive_far_sight_with_glasses_left,c0475,excessive_far_sight_with_glasses_left,39665,33.91,TRUE,0.2755,1.4254,Excessive Far Sight With Glasses Left
c0475_excessive_far_sight_with_glasses_right,c0475,excessive_far_sight_with_glasses_right,39665,33.91,TRUE,0.275,1.4239,Excessive Far Sight With Glasses Right
c0475_muscle_balance_with_glasses,c0475,muscle_balance_with_glasses,39665,33.91,TRUE,0.2855,1.4354,Muscle Balance With Glasses
c0475_color_test_1,c0475,color_test_1,39665,33.91,TRUE,1.0834,0.7759,Color Test 1
c0475_color_test_2,c0475,color_test_2,39665,33.91,TRUE,1.1485,0.8144,Color Test 2
c0475_color_test_3,c0475,color_test_3,39665,33.91,TRUE,1.1528,0.818,Color Test 3
c0475_color_test_4,c0475,color_test_4,39665,33.91,TRUE,1.1052,0.7917,Color Test 4
c0475_color_test_5,c0475,color_test_5,39665,33.91,TRUE,1.1068,0.8013,Color Test 5
c0475_color_test_6,c0475,color_test_6,39665,33.91,TRUE,1.1029,0.8125,Color Test 6
c0475_color_test_7,c0475,color_test_7,39665,33.91,TRUE,1.1143,0.8452,Color Test 7
c0475_color_test_8,c0475,color_test_8,39665,33.91,TRUE,1.1061,0.8448,Color Test 8
c0475_referral_needed,c0475,referral_needed,39665,33.91,TRUE,0.1539,0.5899,Referral Needed
c2505_f03_2505,c2505,f03_2505,39473,34.23,TRUE,3.081,3.4748,f03_2505
c2505_f04_2505,c2505,f04_2505,39473,34.23,TRUE,2.4412,3.856,f04_2505
c2505_f05_2505,c2505,f05_2505,39473,34.23,TRUE,0.0364,0.5581,f05_2505
c2505_f06_2505,c2505,f06_2505,39473,34.23,TRUE,0.0611,0.7077,f06_2505
c2505_f07_2505,c2505,f07_2505,39473,34.23,TRUE,0.0776,0.7555,f07_2505
c2505_f08_2505,c2505,f08_2505,39473,34.23,TRUE,0.0438,0.6049,f08_2505
c2505_all_sibs__retardation_2,c2505,all_sibs__retardation_2,39473,34.23,TRUE,0.1173,0.9517,All Sibs - Retardation
c2505_f10_2505,c2505,f10_2505,39473,34.23,TRUE,0.0573,0.6375,f10_2505
c2505_f12_2505,c2505,f12_2505,39473,34.23,TRUE,0.0841,0.7781,f12_2505
c2505_f13_2505,c2505,f13_2505,39473,34.23,TRUE,0.1892,1.1216,f13_2505
c2505_f16_2505,c2505,f16_2505,39473,34.23,TRUE,0.1208,0.9989,f16_2505
c2505_f19_2505,c2505,f19_2505,39473,34.23,TRUE,0.1189,1.0078,f19_2505
c2505_f20_2505,c2505,f20_2505,39473,34.23,TRUE,0.141,1.0767,f20_2505
c2505_f21_2505,c2505,f21_2505,39473,34.23,TRUE,5.434,4.3942,f21_2505
c2505_f22_2505,c2505,f22_2505,39473,34.23,TRUE,0.1816,1.1937,f22_2505
